subject_file,channel,fractal_dimension,delta_std_dev,delta_kurtosis,signal_length,zscore_fractal_dimension,zscore_delta_std_dev,zscore_delta_kurtosis
s15.csv,ch_15,0.270791,2.063816,5.062832,31000,0.169323,0.990333,-0.163192
s15.csv,ch_16,0.246870,1.361117,3.536354,31000,-0.809237,0.777181,-0.231437
s15.csv,ch_17,0.253995,1.301974,3.842090,31000,0.064472,0.533023,-0.113223
s15.csv,ch_18,0.250637,1.877738,5.206857,31000,-0.219072,1.538855,0.309510
s16.csv,ch_0,0.233991,1.003088,5.052844,31000,-0.916668,-0.596421,-0.276369
s16.csv,ch_1,0.240811,1.391508,8.496969,31000,-0.696573,0.414389,-0.204585
s16.csv,ch_2,0.243307,1.135627,4.604389,31000,-0.624649,-0.038572,-0.180193
s16.csv,ch_3,0.249492,1.397242,5.444974,31000,-0.480145,1.083692,0.050984
s16.csv,ch_4,0.232623,1.127465,5.627780,31000,-0.974915,0.146365,-0.235895
s16.csv,ch_5,0.263942,1.474559,5.337043,31000,-0.103873,1.166607,-0.223063
s16.csv,ch_6,0.251953,1.576104,6.379818,31000,-0.201664,1.668806,-0.044593
s16.csv,ch_7,0.236234,1.885020,8.374729,31000,-0.728180,1.579254,0.039775
s16.csv,ch_8,0.249777,1.111321,4.294277,31000,-0.376323,-0.161320,-0.106125
s16.csv,ch_9,0.243835,1.201056,4.590943,31000,-0.476625,0.091219,0.091699
s16.csv,ch_10,0.244881,1.097967,5.071655,31000,-0.562255,0.372562,-0.060256
s16.csv,ch_11,0.235227,1.535561,4.541941,31000,-0.768318,1.154214,-0.127623
s16.csv,ch_12,0.251247,1.060375,3.644996,31000,-0.152156,-0.532024,-0.189717
s16.csv,ch_13,0.247840,1.048424,3.704789,31000,-0.303378,-0.651544,-0.212111
s16.csv,ch_14,0.249471,1.077848,3.413905,31000,-0.253203,-0.748083,-0.240536
s16.csv,ch_15,0.245147,1.154249,3.528338,31000,-0.425529,-0.677133,-0.168427
s16.csv,ch_16,0.251352,1.092374,4.178488,31000,-0.412476,-0.360451,-0.071006
s16.csv,ch_17,0.244398,1.142305,3.835108,31000,-1.024376,-0.115567,-0.117108
s16.csv,ch_18,0.249856,1.076317,3.481271,31000,-0.249772,-0.642986,-0.351016
s17.csv,ch_0,0.311902,1.061561,9.348382,31000,0.559736,-0.424638,0.065817
s17.csv,ch_1,0.309382,1.565286,5.089498,31000,0.742720,0.958635,-0.238914
s17.csv,ch_2,0.286848,1.055185,5.436101,31000,1.090832,-0.393092,-0.111096
s17.csv,ch_3,0.271565,1.115129,4.615206,31000,0.843086,-0.264892,-0.065549
s17.csv,ch_4,0.282734,1.004601,4.439287,31000,0.393189,-0.243504,-0.286843
s17.csv,ch_5,0.258706,1.081933,4.012664,31000,-0.224082,-0.166833,-0.250889
s17.csv,ch_6,0.245327,0.935818,3.201194,31000,-0.351410,-0.368215,-0.276358
s17.csv,ch_7,0.253637,1.163943,3.198608,31000,-0.235861,-0.136834,-0.284162
s17.csv,ch_8,0.253925,1.053969,3.217228,31000,-0.183189,-0.401774,-0.334825
s17.csv,ch_9,0.256505,1.024348,3.184517,31000,0.053268,-0.627222,-0.383990
s17.csv,ch_10,0.294599,1.038944,3.885243,31000,1.369485,0.140371,-0.215578
s17.csv,ch_11,0.267801,1.375812,3.446941,31000,0.224330,0.638001,-0.340017
s17.csv,ch_12,0.246464,1.002909,3.174308,31000,-0.570087,-0.681643,-0.336944
s17.csv,ch_13,0.249185,1.090280,3.245759,31000,-0.265848,-0.545506,-0.245119
s17.csv,ch_14,0.234128,1.239543,3.661573,31000,-0.691533,-0.423197,-0.214632
s17.csv,ch_15,0.247144,1.162920,3.354078,31000,-0.379217,-0.661237,-0.169022
s17.csv,ch_16,0.257501,1.107435,3.788170,31000,0.131895,-0.296697,-0.168523
s17.csv,ch_17,0.259882,1.144963,3.377475,31000,0.732344,-0.104771,-0.371748
s17.csv,ch_18,0.233535,1.148710,3.163739,31000,-0.890983,-0.445897,-0.472562
s18.csv,ch_0,0.238309,0.731298,3.299642,31000,-0.834831,-1.394881,-0.416031
s18.csv,ch_1,0.242739,0.672701,3.849636,31000,-0.656103,-1.836809,-0.251405
s18.csv,ch_2,0.245744,0.846803,3.137977,31000,-0.528636,-1.311457,-0.302021
s18.csv,ch_3,0.248734,1.147952,3.172261,31000,-0.525560,-0.107989,-0.268199
s18.csv,ch_4,0.216418,0.707218,12.091506,31000,-1.417326,-1.187146,0.041190
s18.csv,ch_5,0.241784,0.889374,3.076773,31000,-0.612579,-0.820804,-0.270552
s18.csv,ch_6,0.251948,0.631446,3.175720,31000,-0.201785,-1.336550,-0.278215
s18.csv,ch_7,0.245037,0.911028,3.420946,31000,-0.479161,-0.738744,-0.270248
s18.csv,ch_8,0.241127,1.152382,3.277129,31000,-0.779008,0.010830,-0.322106
s18.csv,ch_9,0.247916,0.827675,3.598095,31000,-0.305939,-1.426831,-0.244107
s18.csv,ch_10,0.274242,0.733358,6.141596,31000,0.578517,-1.061764,0.079819
s18.csv,ch_11,0.248997,0.859341,4.294546,31000,-0.348698,-1.030922,-0.175610
s18.csv,ch_12,0.250435,0.979537,3.458113,31000,-0.223106,-0.742493,-0.248172
s18.csv,ch_13,0.245661,0.838788,3.191404,31000,-0.364169,-1.182636,-0.249028
s18.csv,ch_14,0.246028,1.164603,3.418303,31000,-0.351582,-0.573771,-0.240076
s18.csv,ch_15,0.295627,1.088066,3.850824,31000,0.745448,-0.798463,-0.167327
s18.csv,ch_16,0.245263,1.310659,3.838418,31000,-0.951556,0.563581,-0.155969
s18.csv,ch_17,0.250822,0.837856,3.136830,31000,-0.295523,-1.352268,-0.505651
s18.csv,ch_18,0.257440,0.832074,3.198613,31000,0.048182,-1.307928,-0.459213
s19.csv,ch_0,0.233509,0.996662,3.650379,31000,-0.925796,-0.615297,-0.388091
s19.csv,ch_1,0.225587,1.341560,3.731605,31000,-1.016130,0.257958,-0.252594
s19.csv,ch_2,0.237507,1.033038,3.549634,31000,-0.853165,-0.490698,-0.267821
s19.csv,ch_3,0.246005,1.161317,3.125629,31000,-0.689174,-0.044099,-0.274748
s19.csv,ch_4,0.275200,0.818043,3.422865,31000,0.187500,-0.835480,-0.330414
s19.csv,ch_5,0.244668,1.666181,3.183053,31000,-0.546372,1.817394,-0.268319
s19.csv,ch_6,0.244766,0.885315,3.167610,31000,-0.364083,-0.528886,-0.278806
s19.csv,ch_7,0.222038,2.808574,3.833892,31000,-1.129797,3.777213,-0.244404
s19.csv,ch_8,0.259128,1.067669,3.398292,31000,0.059030,-0.344337,-0.296378
s19.csv,ch_9,0.246212,1.168799,3.182057,31000,-0.377215,-0.039927,-0.384822
s19.csv,ch_10,0.252594,0.941940,3.193875,31000,-0.262571,-0.241227,-0.306091
s19.csv,ch_11,0.240880,1.513198,3.321294,31000,-0.596052,1.081949,-0.364389
s19.csv,ch_12,0.256994,1.241554,3.314730,31000,0.350022,-0.060306,-0.293021
s19.csv,ch_13,0.250375,1.277549,3.282344,31000,-0.232634,-0.071080,-0.242489
s19.csv,ch_14,0.246043,1.149639,3.339540,31000,-0.351132,-0.603836,-0.248314
s19.csv,ch_15,0.255389,1.207933,3.267074,31000,-0.187961,-0.578716,-0.169319
s19.csv,ch_16,0.248162,1.138679,3.168490,31000,-0.694906,-0.164437,-0.323344
s19.csv,ch_17,0.251266,1.194502,3.395347,31000,-0.245187,0.096461,-0.361804
s19.csv,ch_18,0.253578,1.185315,3.352708,31000,-0.103544,-0.346243,-0.400228
s20.csv,ch_0,0.246322,1.469387,3.997184,31000,-0.682996,0.773468,-0.360464
s20.csv,ch_1,0.278134,1.301277,3.312559,31000,0.086824,0.131799,-0.256815
s20.csv,ch_2,0.245681,1.419208,3.350066,31000,-0.531129,1.211202,-0.284401
s20.csv,ch_3,0.249776,1.443822,3.874977,31000,-0.463150,1.306359,-0.169508
s20.csv,ch_4,0.263029,1.049793,3.117018,31000,-0.144790,-0.100103,-0.343525
s20.csv,ch_5,0.250682,1.207085,3.124700,31000,-0.408310,0.258209,-0.269545
s20.csv,ch_6,0.262163,1.487268,3.510982,31000,0.029062,1.386181,-0.253770
s20.csv,ch_7,0.269363,1.225287,3.313700,31000,0.209046,0.009159,-0.276959
s20.csv,ch_8,0.250586,1.313642,3.128296,31000,-0.338669,0.686937,-0.353709
s20.csv,ch_9,0.255756,1.202535,3.232902,31000,0.021938,0.097233,-0.367625
s20.csv,ch_10,0.258843,1.203131,3.150103,31000,-0.019775,0.786265,-0.311821
s20.csv,ch_11,0.252045,1.036450,3.181054,31000,-0.255827,-0.458611,-0.391591
s20.csv,ch_12,0.247906,1.205453,3.196192,31000,-0.444049,-0.154299,-0.330099
s20.csv,ch_13,0.254661,1.083972,3.305973,31000,-0.113034,-0.561486,-0.240789
s20.csv,ch_14,0.251055,1.181020,3.284135,31000,-0.207951,-0.540785,-0.254109
s20.csv,ch_15,0.285264,1.174757,4.481207,31000,0.505069,-0.639537,-0.165176
s20.csv,ch_16,0.256019,1.474323,3.042267,31000,0.000723,1.256397,-0.354879
s20.csv,ch_17,0.255227,1.150954,3.266875,31000,0.204240,-0.080434,-0.433290
s20.csv,ch_18,0.245974,1.379621,3.321351,31000,-0.402276,0.182748,-0.412231
s21.csv,ch_0,0.323737,0.969527,5.038425,31000,0.784002,-0.695016,-0.277518
s21.csv,ch_1,0.285782,1.360224,4.781712,31000,0.247358,0.316410,-0.242014
s21.csv,ch_2,0.245266,0.992466,3.465782,31000,-0.547488,-0.669500,-0.274787
s21.csv,ch_3,0.238194,1.202579,3.309640,31000,-1.157450,0.153143,-0.248905
s21.csv,ch_4,0.269594,0.908655,3.342844,31000,0.034453,-0.547956,-0.333845
s21.csv,ch_5,0.249338,1.067779,3.529707,31000,-0.439169,-0.214904,-0.261036
s21.csv,ch_6,0.244528,0.779678,3.539552,31000,-0.369462,-0.864961,-0.251687
s21.csv,ch_7,0.251314,1.023156,3.618347,31000,-0.301588,-0.471891,-0.257894
s21.csv,ch_8,0.242137,1.042695,3.551835,31000,-0.731971,-0.449046,-0.263775
s21.csv,ch_9,0.243586,1.095292,3.443951,31000,-0.487039,-0.338786,-0.296243
s21.csv,ch_10,0.242816,0.753930,3.410615,31000,-0.642483,-0.980836,-0.277716
s21.csv,ch_11,0.247200,0.864061,3.560564,31000,-0.403474,-1.015671,-0.317978
s21.csv,ch_12,0.244895,0.973971,3.350442,31000,-0.707140,-0.756985,-0.281851
s21.csv,ch_13,0.236423,0.998015,3.323723,31000,-0.621941,-0.779249,-0.239513
s21.csv,ch_14,0.256958,1.225786,3.363457,31000,-0.039326,-0.450837,-0.245813
s21.csv,ch_15,0.278822,1.229162,3.715405,31000,0.355624,-0.539798,-0.167789
s21.csv,ch_16,0.247358,1.206605,3.415764,31000,-0.766083,0.123108,-0.261565
s21.csv,ch_17,0.242702,1.154649,3.431098,31000,-1.216751,-0.065423,-0.341911
s21.csv,ch_18,0.252146,1.209433,3.318901,31000,-0.159818,-0.280582,-0.413168
s22.csv,ch_0,0.348437,1.190983,8.148981,31000,1.252069,-0.044423,-0.029728
s22.csv,ch_1,0.317714,1.278780,4.116495,31000,0.917608,0.061342,-0.248716
s22.csv,ch_2,0.256351,1.303027,3.494080,31000,-0.110751,0.699176,-0.272436
s22.csv,ch_3,0.254033,1.602603,3.215609,31000,-0.207913,2.065380,-0.262111
s22.csv,ch_4,0.301561,1.021780,3.870244,31000,0.907188,-0.188992,-0.311236
s22.csv,ch_5,0.229667,1.119650,3.541114,31000,-0.890766,-0.038739,-0.260796
s22.csv,ch_6,0.255576,0.982232,3.350094,31000,-0.119796,-0.220552,-0.265501
s22.csv,ch_7,0.252162,1.596828,3.510061,31000,-0.277580,0.893386,-0.264671
s22.csv,ch_8,0.242661,1.229676,3.583110,31000,-0.707586,0.334897,-0.257134
s22.csv,ch_9,0.243769,1.275260,3.621631,31000,-0.479416,0.392913,-0.236147
s22.csv,ch_10,0.294232,1.003289,4.293100,31000,1.355235,0.000113,-0.162182
s22.csv,ch_11,0.255139,1.183829,7.078118,31000,-0.161541,0.017628,0.364311
s22.csv,ch_12,0.252189,1.121013,3.842141,31000,-0.069831,-0.374147,-0.128052
s22.csv,ch_13,0.236741,1.242353,4.801551,31000,-0.613077,-0.160244,-0.133243
s22.csv,ch_14,0.240707,1.321732,4.781670,31000,-0.503564,-0.258060,-0.097479
s22.csv,ch_15,0.263997,1.606459,5.189787,31000,0.011730,0.151883,-0.162759
s22.csv,ch_16,0.266528,1.425831,3.324933,31000,0.931039,1.051125,-0.284258
s22.csv,ch_17,0.248230,1.313570,3.612611,31000,-0.589667,0.580126,-0.240912
s22.csv,ch_18,0.242383,1.253390,4.792157,31000,-0.543381,-0.160911,0.150770
s23.csv,ch_0,0.285580,1.068950,3.224297,31000,0.060931,-0.402932,-0.422033
s23.csv,ch_1,0.256668,1.405555,3.027243,31000,-0.363737,0.458381,-0.259690
s23.csv,ch_2,0.249209,1.192460,3.152089,31000,-0.392106,0.211895,-0.300848
s23.csv,ch_3,0.254667,1.172525,3.237934,31000,-0.169911,0.009476,-0.258975
s23.csv,ch_4,0.246052,1.204225,3.256595,31000,-0.608269,0.389937,-0.337542
s23.csv,ch_5,0.267048,1.025138,3.213283,31000,-0.032579,-0.359720,-0.267684
s23.csv,ch_6,0.255868,1.088017,3.662743,31000,-0.113199,0.115995,-0.242705
s23.csv,ch_7,0.243744,1.160796,3.175927,31000,-0.515741,-0.144323,-0.285582
s23.csv,ch_8,0.254194,1.156635,3.209045,31000,-0.170693,0.028665,-0.336562
s23.csv,ch_9,0.249379,1.113798,3.318278,31000,-0.244754,-0.263546,-0.338749
s23.csv,ch_10,0.249533,1.022750,3.292092,31000,-0.381516,0.076668,-0.293232
s23.csv,ch_11,0.249314,1.114364,3.398076,31000,-0.339048,-0.206841,-0.349496
s23.csv,ch_12,0.248005,1.226385,3.350066,31000,-0.435423,-0.099801,-0.281968
s23.csv,ch_13,0.247895,1.271169,3.613999,31000,-0.301824,-0.087241,-0.218639
s23.csv,ch_14,0.256946,1.676713,3.431038,31000,-0.039674,0.455184,-0.238744
s23.csv,ch_15,0.251563,1.716288,3.495038,31000,-0.276698,0.353227,-0.168541
s23.csv,ch_16,0.246430,1.203381,3.199124,31000,-0.848225,0.109458,-0.315690
s23.csv,ch_17,0.248273,1.190925,3.197659,31000,-0.584784,0.081931,-0.471803
s23.csv,ch_18,0.245638,1.404607,3.299253,31000,-0.415490,0.250773,-0.420690
s24.csv,ch_0,0.368891,1.129756,15.753295,31000,1.639667,-0.224295,0.576039
s24.csv,ch_1,0.250759,1.084278,3.367809,31000,-0.487767,-0.547812,-0.256259
s24.csv,ch_2,0.255695,1.045850,3.915952,31000,-0.136564,-0.434232,-0.237388
s24.csv,ch_3,0.250676,1.037616,3.391119,31000,-0.409159,-0.635430,-0.237462
s24.csv,ch_4,0.273089,0.955886,3.576580,31000,0.129872,-0.398083,-0.323825
s24.csv,ch_5,0.286852,1.067549,3.441000,31000,0.422092,-0.215685,-0.262900
s24.csv,ch_6,0.257458,0.931948,3.390122,31000,-0.077272,-0.380528,-0.262582
s24.csv,ch_7,0.368269,1.169426,7.762643,31000,3.007106,-0.123785,0.001469
s24.csv,ch_8,0.255875,1.042713,3.400561,31000,-0.092413,-0.448971,-0.295896
s24.csv,ch_9,0.254499,1.061418,3.400532,31000,-0.030627,-0.476505,-0.310928
s24.csv,ch_10,0.238988,0.892210,3.386566,31000,-0.791229,-0.436858,-0.280864
s24.csv,ch_11,0.308138,0.876637,4.078939,31000,1.453539,-0.975032,-0.217430
s24.csv,ch_12,0.239638,1.203961,3.493478,31000,-1.166434,-0.158183,-0.237110
s24.csv,ch_13,0.245231,1.363328,3.424650,31000,-0.376161,0.146234,-0.232255
s24.csv,ch_14,0.435945,1.499719,6.842602,31000,5.073858,0.099559,0.118078
s24.csv,ch_15,0.278078,1.626788,3.675297,31000,0.338356,0.189150,-0.167926
s24.csv,ch_16,0.247137,1.089656,3.607209,31000,-0.785620,-0.371957,-0.213734
s24.csv,ch_17,0.250633,1.084298,3.376333,31000,-0.316961,-0.351196,-0.372384
s24.csv,ch_18,0.244998,1.314569,3.472786,31000,-0.440633,0.005646,-0.354264
s25.csv,ch_0,0.355816,1.171371,13.745159,31000,1.391899,-0.102039,0.416069
s25.csv,ch_1,0.345970,1.287325,7.288651,31000,1.510702,0.088103,-0.216758
s25.csv,ch_2,0.258053,1.253364,3.304776,31000,-0.043673,0.480306,-0.288163
s25.csv,ch_3,0.259777,1.294023,3.512400,31000,0.136383,0.590275,-0.220429
s25.csv,ch_4,0.254402,1.175832,3.892580,31000,-0.380319,0.299841,-0.310279
s25.csv,ch_5,0.312664,1.000064,6.589387,31000,1.014681,-0.444877,-0.196750
s25.csv,ch_6,0.257572,1.294055,3.269557,31000,-0.074689,0.771488,-0.271373
s25.csv,ch_7,0.281657,1.427105,7.014721,31000,0.556840,0.489464,-0.045339
s25.csv,ch_8,0.248461,1.584347,3.222303,31000,-0.437584,1.821902,-0.333747
s25.csv,ch_9,0.256779,1.634999,3.739991,31000,0.064705,1.855501,-0.196114
s25.csv,ch_10,0.237112,1.267593,2.983526,31000,-0.864117,1.039849,-0.333629
s25.csv,ch_11,0.282804,1.264215,4.772137,31000,0.681507,0.277385,-0.082973
s25.csv,ch_12,0.247784,2.251086,2.969294,31000,-0.454694,2.568107,-0.401070
s25.csv,ch_13,0.245331,2.160570,2.975624,31000,-0.373365,2.165967,-0.264545
s25.csv,ch_14,0.251784,1.564715,3.232350,31000,-0.187130,0.230152,-0.259525
s25.csv,ch_15,0.238842,1.943540,3.182268,31000,-0.571799,0.769837,-0.169608
s25.csv,ch_16,0.265620,1.271695,3.326585,31000,0.850699,0.398642,-0.283846
s25.csv,ch_17,0.245397,1.594447,3.316624,31000,-0.911075,1.721075,-0.405607
s25.csv,ch_18,0.251711,2.070117,3.073207,31000,-0.176887,2.062599,-0.507216
s26.csv,ch_0,0.406536,0.921204,49.862439,31000,2.353033,-0.836978,3.293205
s26.csv,ch_1,0.496418,0.864870,517.763305,31000,4.668573,-1.234964,4.926046
s26.csv,ch_2,0.309799,0.717957,5.148205,31000,1.995048,-1.879297,-0.135014
s26.csv,ch_3,0.329687,0.890259,6.257052,31000,4.327315,-1.339840,0.165034
s26.csv,ch_4,0.251645,0.770594,15.136718,31000,-0.455587,-0.986044,0.171732
s26.csv,ch_5,0.487994,0.736431,280.849750,31000,5.039893,-1.340231,5.565648
s26.csv,ch_6,0.264788,0.636686,3.448874,31000,0.088389,-1.319878,-0.258299
s26.csv,ch_7,0.250661,0.610833,5.526268,31000,-0.320057,-1.453178,-0.138490
s26.csv,ch_8,0.263591,0.757710,3.496583,31000,0.266794,-1.643881,-0.275507
s26.csv,ch_9,0.259346,0.800254,3.545014,31000,0.172064,-1.538317,-0.262061
s26.csv,ch_10,0.260847,0.647150,3.240499,31000,0.058075,-1.400894,-0.299987
s26.csv,ch_11,0.264250,0.625034,4.144385,31000,0.116109,-1.788062,-0.204736
s26.csv,ch_12,0.257215,0.819292,3.495341,31000,0.369325,-1.159706,-0.236527
s26.csv,ch_13,0.250773,0.875552,4.020382,31000,-0.221537,-1.089498,-0.189417
s26.csv,ch_14,0.251155,1.036570,3.791236,31000,-0.205112,-0.831020,-0.201070
s26.csv,ch_15,0.248880,1.111900,4.041353,31000,-0.338950,-0.754769,-0.166677
s26.csv,ch_16,0.298941,0.741396,4.199702,31000,3.800590,-1.846194,-0.065706
s26.csv,ch_17,0.254796,0.738956,3.604524,31000,0.155290,-1.754006,-0.245412
s26.csv,ch_18,0.255159,0.930889,3.537378,31000,-0.041435,-1.038910,-0.329539
s27.csv,ch_0,0.262971,1.273771,4.419916,31000,-0.367493,0.198790,-0.326789
s27.csv,ch_1,0.231473,1.625656,3.345635,31000,-0.892575,1.147704,-0.256482
s27.csv,ch_2,0.255430,1.054950,3.892761,31000,-0.147013,-0.394127,-0.239314
s27.csv,ch_3,0.251849,1.169229,4.345157,31000,-0.338837,-0.006278,-0.103476
s27.csv,ch_4,0.219511,1.217499,36.035569,31000,-1.332888,0.432056,1.067618
s27.csv,ch_5,0.242771,1.480710,11.328127,31000,-0.589925,1.187496,-0.097186
s27.csv,ch_6,0.293870,0.941036,8.128556,31000,0.745620,-0.351615,0.082914
s27.csv,ch_7,0.303294,1.375848,22.781030,31000,1.168955,0.367479,0.941364
s27.csv,ch_8,0.287939,0.954361,5.004297,31000,1.400251,-0.819395,0.044640
s27.csv,ch_9,0.246817,1.019988,4.443231,31000,-0.351910,-0.644945,0.041739
s27.csv,ch_10,0.213253,0.801674,5.705723,31000,-1.791132,-0.793018,0.022755
s27.csv,ch_11,0.376323,0.961584,10.155299,31000,3.531353,-0.700534,0.961183
s27.csv,ch_12,0.262237,0.886151,3.459491,31000,0.808058,-0.985634,-0.247741
s27.csv,ch_13,0.264418,0.950060,4.822195,31000,0.159225,-0.900739,-0.131759
s27.csv,ch_14,0.243998,0.931092,4.103591,31000,-0.409573,-1.042950,-0.168401
s27.csv,ch_15,0.271361,0.933265,4.661752,31000,0.182547,-1.082253,-0.164560
s27.csv,ch_16,0.245338,1.109822,3.605972,31000,-0.944923,-0.286591,-0.214044
s27.csv,ch_17,0.247224,1.012150,3.703924,31000,-0.703792,-0.644268,-0.190102
s27.csv,ch_18,0.328750,0.890365,5.005001,31000,2.849767,-1.149235,0.232242
s28.csv,ch_0,0.243353,1.973414,3.491304,31000,-0.739250,2.254193,-0.400763
s28.csv,ch_1,0.254787,1.978881,3.295780,31000,-0.403223,2.253954,-0.256984
s28.csv,ch_2,0.251328,1.080272,3.450590,31000,-0.308649,-0.282530,-0.276049
s28.csv,ch_3,0.252879,1.157413,3.384947,31000,-0.277102,-0.062764,-0.238329
s28.csv,ch_4,0.243705,1.222954,3.603084,31000,-0.672345,0.449365,-0.322689
s28.csv,ch_5,0.245449,1.538301,3.921392,31000,-0.528437,1.383087,-0.252806
s28.csv,ch_6,0.233723,1.120809,3.413388,31000,-0.613655,0.220321,-0.260886
s28.csv,ch_7,0.253709,1.057753,3.162498,31000,-0.233815,-0.389555,-0.286422
s28.csv,ch_8,0.236536,1.172038,3.315262,31000,-0.992719,0.093242,-0.314008
s28.csv,ch_9,0.241554,1.179922,3.401330,31000,-0.572052,0.005294,-0.310658
s28.csv,ch_10,0.233883,1.027646,4.647585,31000,-0.989600,0.095929,-0.115774
s28.csv,ch_11,0.235155,1.176228,4.124392,31000,-0.770535,-0.006935,-0.208614
s28.csv,ch_12,0.240170,1.270107,3.314126,31000,-1.120010,0.014034,-0.293210
s28.csv,ch_13,0.252011,1.193731,3.272854,31000,-0.186993,-0.283423,-0.243171
s28.csv,ch_14,0.235429,1.343573,3.495724,31000,-0.654358,-0.214175,-0.231978
s28.csv,ch_15,0.242727,1.578635,3.266894,31000,-0.481664,0.100874,-0.169319
s28.csv,ch_16,0.246595,1.163279,3.373592,31000,-0.833603,-0.060299,-0.272101
s28.csv,ch_17,0.242836,1.246793,3.436696,31000,-1.201547,0.308874,-0.338796
s28.csv,ch_18,0.248492,1.164238,3.234760,31000,-0.303352,-0.403625,-0.445376
s29.csv,ch_0,0.254577,1.475875,3.904765,31000,-0.526553,0.792529,-0.367827
s29.csv,ch_1,0.242620,1.506905,3.905545,31000,-0.658612,0.775795,-0.250841
s29.csv,ch_2,0.252676,1.423701,3.403879,31000,-0.255535,1.231003,-0.279930
s29.csv,ch_3,0.244483,1.420067,3.370097,31000,-0.780435,1.192806,-0.240414
s29.csv,ch_4,0.303161,1.216996,5.354502,31000,0.950864,0.430459,-0.247610
s29.csv,ch_5,0.239620,1.262843,3.424783,31000,-0.662270,0.447575,-0.263241
s29.csv,ch_6,0.251480,1.307349,3.345917,31000,-0.212351,0.813783,-0.265805
s29.csv,ch_7,0.248513,1.248311,3.476583,31000,-0.380817,0.063953,-0.266766
s29.csv,ch_8,0.239032,1.503059,3.167607,31000,-0.876559,1.481089,-0.345361
s29.csv,ch_9,0.237067,1.617067,3.333317,31000,-0.759678,1.782593,-0.333662
s29.csv,ch_10,0.252073,1.075871,3.427231,31000,-0.282827,0.285639,-0.275540
s29.csv,ch_11,0.246107,1.630100,4.083650,31000,-0.436763,1.459706,-0.216517
s29.csv,ch_12,0.249597,1.949689,3.202572,31000,-0.296344,1.783391,-0.328103
s29.csv,ch_13,0.259876,2.087732,3.419056,31000,0.032471,1.981440,-0.232658
s29.csv,ch_14,0.249373,2.640907,3.266844,31000,-0.256013,2.392482,-0.255917
s29.csv,ch_15,0.252080,3.077144,3.361592,31000,-0.264708,2.848021,-0.168996
s29.csv,ch_16,0.242391,1.493281,3.220395,31000,-1.205824,1.336648,-0.310376
s29.csv,ch_17,0.237113,1.722946,3.268089,31000,-1.850836,2.243049,-0.432614
s29.csv,ch_18,0.252607,2.204215,3.108164,31000,-0.141692,2.427677,-0.493835
s30.csv,ch_0,0.282060,0.889715,3.132038,31000,-0.005766,-0.929486,-0.429383
s30.csv,ch_1,0.282090,0.895564,3.412106,31000,0.169867,-1.138837,-0.255813
s30.csv,ch_2,0.263584,0.958167,3.147671,31000,0.174221,-0.820664,-0.301215
s30.csv,ch_3,0.260153,0.957681,3.204357,31000,0.158948,-1.017540,-0.263691
s30.csv,ch_4,0.279184,0.824714,3.083700,31000,0.296272,-0.814313,-0.344954
s30.csv,ch_5,0.309824,0.887503,4.918448,31000,0.949480,-0.827159,-0.231858
s30.csv,ch_6,0.252152,1.221561,4.765672,31000,-0.197171,0.540853,-0.162286
s30.csv,ch_7,0.251372,0.754244,3.292913,31000,-0.299939,-1.111875,-0.278260
s30.csv,ch_8,0.251808,1.262932,3.378450,31000,-0.281783,0.474326,-0.300591
s30.csv,ch_9,0.256829,1.479463,3.653498,31000,0.066824,1.223137,-0.225369
s30.csv,ch_10,0.250196,0.885253,3.263154,31000,-0.355746,-0.464226,-0.297021
s30.csv,ch_11,0.268905,0.890267,3.651016,31000,0.257962,-0.930986,-0.300434
s30.csv,ch_12,0.253147,1.156714,3.431564,31000,0.013828,-0.281196,-0.256476
s30.csv,ch_13,0.428059,1.210262,21.392838,31000,4.725394,-0.241543,1.059827
s30.csv,ch_14,0.264970,1.174684,4.062041,31000,0.189557,-0.553514,-0.172746
s30.csv,ch_15,0.284569,1.085763,3.983139,31000,0.488951,-0.802686,-0.166876
s30.csv,ch_16,0.261445,1.030655,3.241205,31000,0.481045,-0.621719,-0.305177
s30.csv,ch_17,0.248512,1.266226,3.857223,31000,-0.557584,0.387811,-0.104802
s30.csv,ch_18,0.234864,1.199134,11.384681,31000,-0.838778,-0.308622,2.674278
s31.csv,ch_0,0.474149,1.269647,56.537656,31000,3.634269,0.186674,3.824959
s31.csv,ch_1,0.253438,1.255889,44.279207,31000,-0.431533,-0.010350,0.155905
s31.csv,ch_2,0.237449,1.167235,45.472341,31000,-0.855461,0.100728,3.215060
s31.csv,ch_3,0.290601,1.146954,45.653723,31000,1.984222,-0.112761,5.697956
s31.csv,ch_4,0.355232,1.229332,38.958640,31000,2.372493,0.469604,1.192923
s31.csv,ch_5,0.244647,1.173846,68.781107,31000,-0.546845,0.145322,1.109941
s31.csv,ch_6,0.244421,0.792397,15.998394,31000,-0.371879,-0.824498,0.656732
s31.csv,ch_7,0.215215,1.477687,98.319700,31000,-1.322811,0.609843,5.668796
s31.csv,ch_8,0.367416,1.122319,26.899021,31000,5.100212,-0.115209,4.693744
s31.csv,ch_9,0.263957,1.227854,20.163061,31000,0.364910,0.200172,5.358587
s31.csv,ch_10,0.314616,0.991433,47.678786,31000,2.147236,-0.046528,5.517780
s31.csv,ch_11,0.387575,1.141071,33.395439,31000,3.874245,-0.120540,5.469005
